label,text
1,these are great economical headphones for kids bought sets one for each of my kids they use them for remote school as well as gaming have heard no complaints about them 
1,this item was not compatible with my work laptop there was no way to connect for charging the feel was great as it is whait consider low rise for my hand and wrist 
1,best speaker out there for the money 
0,it is nice
0,this was great buy but reason gave it stars is it doesn have very long range to operate in you can only go about feet before you lose connection 
1,good mouse holds good charge perfect for gaming 
1,it great quality headset for gaming 
0,did not function even after charging and plugging it in returned 
1,for the price got this product so far is the best got in long long long time use to use microsoft always but was loosing my time love that is wireless and can take woth my everywhere go 
1,i needed slim responsive mouse and got exactly what needed bought for work and connected with no issues would definitely recommend for anyone looking for reliable mouse customer service too 
1,i happy with my purchase it wasn an expensive mouse it wireless and rechargeable all things was looking for it is slim mouse which took some time for me to get used to only use it for office work tasks so can speak to other uses however don notice any lags delays or other issues do wish there was some way to control the colors but it not big deal also the top clear button clicks but haven figured out what that does 
0,when first received this charged it as recommended and it lit up so seemed to work as expected after charged put the toggle in my usb port and nothing happened it didn download anything it didn pair with my laptop let it sit then tried again nothing it won charge it won light up nothing never even used it and it stopped working very disappointed and total waste of money 
0,the scroller broke after weeks of intermittent use approximately hours per day days per week 
1,i was looking for mouse to replace my old wireless one with which the scroll wheel wasnt working anymore and found this one am pleasantly surprised by this mouse the click is very quiet yet there is satisfying tactile feel to it though the right click can be bit sensitive but nothing too major think the best feature of this mouse is that it is rechargeable very convenient the mouse can be used while charging and only took about hours to fully charge there is led indicator that turns off to show when the mouse is done charging the mouse will also go into sleep mode after minutes of inactivity to save power overall great mouse 
0, liked the product while it lasted the few months it did it just stopped working out the blue 
0,quality was not worth it stopped working unexpectedly
1,speaker works and battery life is great
0,just garbage do not waste your money it is not working after couple of weeks 
0,not battery operated since it led the charge lasts less than month with the tiny charging wire you can use while charging useless junk 
0,this stopped working after month even after charging it won turn on 
1,good for ps and my pc sound quality is great and product is very well put together 
1,yes the quality is great my son can stay off it
0,don buy died as soon as the return period is over can get refund for it
0,worked for about week 
1,this wireless mode has nice sleek design purchased the matte design love that the clicks are quieter than others didn think it mattered that much but it does no problems with cursor speed or connectivity enjoy the change of colors feels more expensive than it actually is excellent price 
0,i drop it once and it just completely breaks
1,great price great product
0,excelente
1,just received replacement mouse as the first one stopped working after few months really like this mouse it glides smoothly and without time delay used this strictly for basic internet and office work not gaming it also visually attractive with changing color lights this has great year warranty which covers defects problems very pleased so far 
1,my kids love it
0,gaming on my iphone
1,this is an excellent keyboard and exactly what was looking for the keys are extremely responsive and like the low profile of the keyboard also the keys are extremely quiet and the different color lighting is cool easy function button combinations controls functions such as turning the color lighting off or adjusting the dimness brightness of the lighting the packaging is great and liked the message the company provides in black envelope along with the stickers this product works great with kvm switch highly recommend 
0,this keyboard randomly starts having wrong keystroke inputs for example pressing types pressing tab types started happening months after purchasing never buying this brand again 
1,nice size fits the palm very nicely led lightshow superfluous but can live with it my old mouse went to mouseville you know the one down in tallahassee fl lol nice mouse for the buck could do worse 
1,this is low rise mouse very responsive and smooth movement would definitely buy one again note don play games so can speak to that aspect 
0,the scroll button broke after just month would not recommend
0,i purchased this mouse and received it on september th charged it and started to use it it worked fine up until today now the left clicker does not work which is the side used for everything it has been less than two months and am unable to use the mouse for work waste of money
1,love it but the girls at work lost my charging cord any ideas where can get another cord other then that this mouse is awesome fast shipping just over all great
1,it honestly awful it won charge and ve tried four different chargers 
1,super sad because was obsessed with this mouse but it has already stopped working after one month super frustrating should had just gone to best buy originally 
1,bought it for father day he loves it
0,nice mouse
0,superd 
1,purchased for daughter and she didn like the ergonomics of it threw it in my work travel bag and have ended up using it works well and battery lasts while it also nice conversation piece in meetings 
0,you have to have input for usb for his mouse to work it does not connect to tablets 
0,really good gaming headsets
1,i bought this for my grandson to use with his chromebook for school he is loving it 
1,they fit very well and have amazing sound quality very long cord as well recommend ton 
1,sounds great use it everyday around the house 
0,i only used this month handful of times and after one month the roller on the mouse stopped working and go figure the seller only allows returns within the first month attractive mouse but doesn work long term 
0,after only months it will no longer hold charge
1,this is great economical mouse love the colored led lights and works perfectly great deal 
1,its very quite you can work without that horrendous clicking sound of regular mouse you will love this device 
0,i ve had this for month and half it stopped working ve tried charging repeatedly and it does nothing 
0,it sounds good
1,i bought this for my year old for gaming he says it is comfortable and has good sound quality no complaints serves its purpose good purchase for the price 
0,it is headset for small kids if it breaks it headset for kids 
1,my younger don first bought this mouse for his mac mini since then we fell in love with it and my wife bought this for her work laptopit nice to get the customization of color and also very ergonomic in use and effective in performancewe use this mouse in all kinds of setting desk lap bed and even in cars never had issuesawesome and looking forward to rd one to buy 
1,i really like the design and feel of this mouse bought in week the lights are cool and like the sleep feature if it not used for minutes great price 
1,i love this keyboard work in large office from typing all day so needed something comfortable and quiet this has been working perfect for me and would defiantly recommend 
1,love this little guy the colors are fun they change everytime the mouse moves helps you to remember to turn it off easy to charge with usb glides smooth totally love it 
1,works great can use to talk on iphone with adaptor 
1, don use the color changing feature so with that the battery life lasts really long time say that because purchased this may and my battery just now needs charged december and use this days week for work hours day love this product no noise sleek comfortable just love it worth it hands down 
1,i like that you change button on the back so it stays red and that the blue light stops showing once its done charging the only thing is wish it would show you how much battery it has left 
1,amazing product loved the sound and flexibility soft pads does not hurt your years very comfy and very satisfied 
0,okay understood that having mouse with cool shifting lights was probably going to result in somewhat reduced battery life just didn expect this the mouse seems to have no sleep mode the lights stay on unless it completely switched off and the battery lasts less than two days brand new thought to myself that could make that work by just remembering to plug it in at night because do like how the mouse feels and works except last night plugged it in and this morning hours later it wasn done charging have resorted to just keeping it plugged in all day while using it which kind of defeats the purpose of having wireless mouse in the first place and ties up two usb ports instead of just one shame back to the drawing board on my mouse search 
1,great item kids love it
0,i was searching for bluetooth mouse found one but didn like the color when changed to the silver one some how it switched off of bluetooth it is wireless and did work with the usb dongle the buttons are quiet and the movement was smooth unfortunately have mac and the usb ports are only usb the mouse does come with an adapter but this makes it stick out far and will get damaged had to return it 
1,great product
1,just like described very pleased we also had an issue with not getting our first speaker reached out to the company and they were so willing to work with us to get replacement sent out asap would highly recommend this company and product without hesitation 
0,rechargeable comfortable haven killed it yet use it at work haven killed the battery but charge it overnight lasts the day for me
1,great product purchased for my child to use for gaming
0,it worked fine until it quit one day can really complain because of the price but going to to try something else to replace it 
1,use for casual gaming sound is good and microphone works well have only just started using headsets for gaming with recent events driving me to spend more time on the ps this is the second pair ve had and am pleased with the purchase 
0,would buy again for if really needed mouse it is not that nice however it does function so cannot really complain wouldn try gaming with it 
0,feels durable and not fragile like the others worth the couple extra bucks over victsing 
0,i like the raised keys not using for gaming but for work what dislike is that it doesn have setting for backlight to stay on which is what wanted 
1,works great just feels little flimsy so not sure how it will hold up suppose it good value for the price the slowly changing colored led lights are pretty cool like that unlike the apple magic mouse you can use this mouse while it is charging the seller extended the warranty another months after registered it so that gives me little more confidence in the quality or at least the customer service was compensated by the seller for this review with refund of the purchase price of the mouse 
1,awesome sound quality for the price was not expecting it to be this good 
0,item didn come with dongle then when the dongle was sent still didn work in any computer highly advise on not buying
0,i liked this mouse when it worked but the scroll real broke within couple weeks 
1,works very well and makes my gaming more enjoyable my kids said about this headset 
0,i loved this mouse for the literal two weeks days that had it and it was working for no apparent reason the scroll wheel just suddenly stopped working approximately five seconds after had last used it had not subjected it to any pressure or abuse of any sort was looking at document scrolled down continued reading tried to scroll down and nope in the lower ratings this seems to be common problem bummed really did love the mouse 
1,this keyboard looked great in the amazon pix and had great reviews unfortunately never got around to actually trying it out until days after the return window closed hate this thing and will never use it for several reasons the actual keys don light up just the areas underneath them and it very dim it not bright at all and can distinguish any changes when use the brightness keys the static breathing doesn change at all when press the keys 
0,turns itself off and battery doesn last whole work day 
1,i play games like world of tank blitz and fs that uses wasd to control lot the keyboard really helps me to reduce the load of the original laptop keyboard however this keyboard battery life is not so long that you need to charge probably every days if you play about hours averagely plus it is not so friendly in helping you talking through typing since the arrangement always makes me type out lots of typos 
0,my first concern is that it does not give you warning when it needs recharging it just dies out if you are using your usb for something else you have to stop what you are doing to plug in the mouse second the charge does not last long very frustrating and now the most important it died just stopped working oh well so much for fancy going back to battery operated mouse 
1,if you are buying this most probably you have done your research and for me it lives up to its expectation the speaker delivers deep bass for something of its size and is loud enough to fill large room if you want to use it outdoors it will definitely get the neighbors wondering if you re having party it gets pretty loud without getting distorted and at around is when there is sound distortion great for movie night in bed and for listening to music having owned the flip twice this is definitely an upgrade especially with its charging but wish it had strap or handle like the bigger and smaller versions of this speaker and wish it had microphone sometimes but also understand why they didn include it on here 
1,it great headset great noise canceling
1,i like that it easily paired up with my phone liked the bass it had and loud it could go
1,is amazing keyboard for the game is little slower 
0,we liked the first one so much that we bought nd one for my husband to use for traveling 
1,great all around speaker was impressed with the volume on this great bass and highs 
0,only used it few times and like it 
0,the little wheel broke within the nd day
1,i use this in class and at home and there is not any noise when you are clicking the buttons which is nice when we are quietly working on things would highly recommend the color changing is also great 
1,great headset if you are starting out as streamer or trying to save on some money it cancels out lot of noise it comfortable to wear and easy to adjust would recommend this it has nice bass and super loud you can adjust the volume 
1,super cute but it is really slow 
1,great sound not completely sound canceling but not bad thing as my partner is always trying to get my attention and now if he close enough can still hear him over the game the mic works great and sounds clear the cable is long and slightly cumbersome as the mute volume panel is huge but overall it great headset would purchase again 
0,scroller is squeaky and makes noise seems loose
1,this mouse is very quiet just as advertised was shocked at the lack of clicking when you push the right or left side that was my main push to purchase besides the cool colors and led lights must say those are just an aestetic bonus but it kind of makes working fun this mouse is plastic so the gold tone you see is gold plastic and the underbelly is white plastic it charges fast and it responds just as quickly as my older battery powered wireless mouse overall this mouse is really great am glad bought it and if you are sitting on the fence just go ahead and get it 
1,i recently purchased this and am amazed at the high quality of it the sound is great the cable is long and the lights on it are amazing showed it to couple of my friends and now they are making purchasing one highly recommend it 
0,the mic had very low input signal when it worked but mostly it would cut out and not work at all 
1,xmas gift great so far
1,finally decided to buy portable speaker and not disappointed with my decision first time playing impressed me update after using the speaker for some time it not the best would recommend depends on the purpose the bt range is pretty incredible it gets the job done for being portable like others stated it mono with the two woofers battery seems to drain on me little quicker so make sure keep it charged after or during use 
1,at first bought these wired headphones so could use them for my nintendo switch but use them now for anything that isn my phone they are very comfortable and give high quality sound that makes games feel that bit more immersive it is also very convenient to switch them between devices unlike bluetooth earpieces there also isn audio latency with compared to bluetooth either definitely recommend these headphones 
1,great sound and work well in the party mode with or more speakers battery life is good but if you like your music loud don expect more than hours of play time 
1,beautiful 
0,i liked the design of this product but after two weeks it stopped working kept having to turn it on and off to get it to track at all disappointed 
1,it quiet and cute love all the colors and the battery last long time
0,i bought this as wireless mouse have used it for less than month and it doesn hold charge unless it plugged in will be returning it and do not recommend this product 
1,this mouse is very quiet just as advertised was shocked at the lack of clicking when you push the right or left side that was my main push to purchase besides the cool colors and led lights must say those are just an aestetic bonus but it kind of makes working fun this mouse is plastic so the gold tone you see is gold plastic and the underbelly is white plastic it charges fast and it responds just as quickly as my older battery powered wireless mouse overall this mouse is really great am glad bought it and if you are sitting on the fence just go ahead and get it 
1,these are heaven sent
1,works perfectly and the bass it has is great 
1,it won charge have to send it back
1,this is great keyboard for wireless quiet typing really like the use of the colors 
1,i use this exclusively for my raspberry pis and it works great love that the dongle sits under the mouse itself makes it easy to bring with me everywhere 
1,headphones clear sound working as intended microphone microphone performance is abysmal my friends could not understand me switched back to my last microphone to solve this issue verdict this headset if it did not have terrible microphone or did not have mic at all would be solid piece of equipment if you can find headset with better microphone quality grab that instead 
1, let me start off this review by saying was very excited to get this mouse because it matched my desk my bedroom and my laptop perfectly absolutely loved the mouse right up until two weeks of having it and it completely stopped working don waste your money not worth it 
1,clicking the right and left stick and it is slow to catch click cheap yes but as they say you get what you pay for cute yes but not worth the frustration 
0,sleek and reliable
0,works as expected 
0,the battery made it two years but now it no longer holds charge and the charge has to be plugged in at all times to work battery can no be changed out only one year warranty and that doesn include battery issues previously had bose and they stand by their products including dead batteries 
1,already had one and loved it and got another for second home 
1,i can power keyboard off when not using it so that plus ve not had to charge it yet but that due to barely using it so definitely worth the money
1,i loved this mouse it is super lightweight and the color is lovely sometimes would forget to charge it after week week and half so that was on me to try to remember but just yesterday it stopped charging usually the light turns blue when it charging which is great indicator so left it overnight to charge while plugged into my laptop this morning when tried to use the mouse it didn work thought maybe hadn plugged it in properly but just now when plugged it in tested out several different usb ports on my laptop the blue charging indicator light flickered for second and then went out it seems that this mouse is not charging anymore making it basically useless 
0,i originally had rated these lower because they did not work with our xbox one controllers after days of using however after even more fiddling around we found out we needed to update the controller firmware once we did that the headset worked again 
0,the battery lasted about hours not the as advertised the sound is fine guess it really treble and there isn way to adjust it overall disappointed in this speaker 
1,doesn work and won charge cheap 
1,love everything about it so far just hope it works longer than some of the other ones ve purchased 
0,these worked great for month we received them on june nd and they stopped working by august th was attempting to contact the seller and can not for any reason get in touch with them do not buy 
1,i got the vifa reykjavik and although would say at the mid level the sound quality is identical clear bold and good bass this jbl blows the competition out of the park at the higher volume settings no distortion or loss in quality the speaker is built well and looks great too worth the money think 
0,i bought pairs one broke within one day microphone broke off and the other set just sucks
0,it is really quiet and colorful 
1,big sounds for neat unitlove the designbattery seems to last forevernowi listen to my bible studies and southern gospel music while work and really can hear everything and enjoy the crisp clear words and soundsmy wife enjoys using it also 
1,works grate love the base
0,ordered set for christmas everyone got them plugged them up and nobody mic worked tried them in pc switch and xbox 
1,this is good product especially for the reasonable price it is just as described so am very happy with it 
0,the usb dongle broke for the mouse and is now completely useless wish the seller sold replacements so can use my mouse again 
1,i like the feel and look of this mouse bought it as deal of the day really like how it changes colors and how smooth it feels also love that you can recharge it only dislike is that review and edit important documents for work and sometimes the cursor would move unexpectedly and will cause me to type something wasn trying to type ll have to undo whatever did other than that good price and quality 
1,my son uses these for playing games and they work perfectly the noise canceling might be too good as find myself repeating my words haha 
0,almost every time type the keyboard always misses key press for some reason and have to do it again don know if it the key sensitivity or something else but it irritating 
0,very ergonomic soft click like that it recharges and doesn need batteries can plug it in overnight if need to but the charge lasts long time it is comfy
0,is exactly what was looking for now can lean back and push to talk as comfortably as want
0,where the 
1,i love it overall no dislikes perfect
1,at first it felt cheap but pretty much like all other perfect for what needed 
1,i am not very hard on this mouse use it to work from home but this morning after only using for months the wheel of the mouse broke not sure what happened as am very gentle on the mouse it nice design and love the lights and the fact that it rechargeable but it is pretty cheap and can break easily so keep that in mind when purchasing 
1,this thing last forever and the sound is fabulous for music or movie 
0,pros matte feel slim profile quiet clickcons instructions were in another language so there wasn any information on how to set up guessed came with scratch on it track wheel does not work 
0,i needed wireless mouse for my new macbook pro that only has usb connections this mouse included an adapter that allowed the standard usb bluetooth receiver to be used in the usb port have only had an opportunity to use it in limited situations thus far but it seems very responsive and performed well the led lights are kinda cool but not really needed trying to see if there is way to use the mouse without the led lights on so can conserve the charge on the battery the only concern issue ve had thus far is that the charging cable connection to the mouse and the adapter don seem to be the most secure and couple times it seemed like the connection came loose and the mouse was no longer charging was still using my laptop while the mouse was charging via the usb port as recommended in the user manual the user manual specifically recommends not using plug in charging adapter like for most cell phones because it might overcharge the mouse and damage it it is recommended that you only use the provided cable and charge it via your laptop to avoid overcharging and damaging the mouse not certain how great an option this is since it seems to come loose and stop charging occasionally if continue to use my laptop while trying to charge the mouse we ll see how it goes in the future if it turns out that it was operator error may update my rating overall though the mouse feels good in my hand and it seems to work well doing everything necessary when need it 
0,this is my second jbl charge use mine at the pool it completely waterproof it been thrown in the pool and never stops playing works about hours between charges and now that have connect them together for surround sound 
1,really great product it came on time and it was of great quality thanks so much
0,very cute but the cursor for the mouse didn work all other buttons worked thou
1,from the day received all my touchpad headaches are gone wonderful product that keeps me enjoying the clicks without any noise no headache of battery life recharge and go mouse that signals more than meters distance the color attracts and keeps me cool during operation 
0,i just got this mouse and doesnt even turn on after charging the usb plug does not work as well this just isnt good buy if was you would go for different one cause its waste of money so just save it and look for different one
1,i like that this cute mouse holds charge for days and is rechargeable no more batteries dying on me 
0,purchase this for my grandson he takes excellent care of all of his gaming equipment unfortunately these only lasted couple weeks and stopped working very disappointed because cannot get refund or an exchange
0,scroll wheel broke within few weeks of use 
1,i just got this two days ago if this won work after charging it two nights in row sure it garbage 
0,not work good 
1,i am senior citizen and have always considered bose the standard in speakers but this product exceeded my expectations got it refurbished and so it was great bargain works great 
1,this speaker has great sound quality it is easy to use and very good quality overall my son bring it everywhere 
0,this is the second one of these we purchased lasted years of daily use the cord is wearing out effecting the sound where it plugs in 
0,was little disappointed that there was no way to keep the lights on longer seconds just isn long enough for me give us the option to be able to keep the lights on all the time it just looks better also the lights aren very bright other than that its nice keyboard but not sure if ill be keeping it 
0,straight out of the box the left click button doesn work completely useless sending back don waste your time like have 
0,people are right this is rip off waste of money it only worked for week wow
1,great product 
0,you can barely hear your game gave up and just used my speakers on the computer monitor so could hear enemies and what not all these do is block noise like pair of lighted ear muffs they do not enhance game play in the least 
1, the mouse is very bright in the dark love the aesthetic of it it very sleek and looks nice with my laptop the battery lasts pretty long it stays on red when you need to charge it love that it is rechargeable so no need for batteries 
0,i really liked using this mouse it died hair quicker than like but would just use it wired while it charged up however month after using it the middle scroll circle clicked down and wouldn come back up making it impossible for me to use as use that often in playing sims didn expect much as didn pay much but was slightly disappointed 
1,looks pretty but not very responsive use it at work and have to back up and re read everything type as it misses letters adds extras if you even brush them with your finger which is the only time it works really well and spend way more time than should proof reading to make sure the keyboard isn making look like can type 
1,this mouse is absolutely done and performed as stated by the seller smooth movement and quiet clicks virtually no sound and love the light show it emits around the mouse if you are looking for great quality and functionality look no further because here it is 
1,never got to actually use this for real my computer wasn built when initially bought it but it was functional at least with my laptop but soon as was ready to use it on my desktop it won work for anything the only reason am giving this more than star is the seller at least tried and replaced this receiver when thought that was the problem but unfortunately this is cheaply made keyboard and basically you get what you pay for don expect robust quality with this thing
0,i use this for my laptop needed silent wireless mouse it wireless and silent the roll ball button is loud like regular mouse but left and right are quiet charged it used it once the next day tried to charge it and cut it on it wouldn come on or the red light flashed and immediately went off wouldn buy this 
1,i love jbl
0,stiff and uncomfortable and the sound quality is worse than pair of earphones from wal mart 
1,got it for my nephew he had smaller one but wanted to upgrade got really good deal during black friday sale nice system for home and now he using smaller one for his car 
0,i bought it in april and by august it would no longer charge 
0,it taken me while to remember to turn it on after it sits awhile 
1,great portable speaker good sound durable and not too expensive
1,seemed to work well and not muffled compared to my old speaker think most if not all of the reviewed have been accurate about the functionality able to connect well with any phone and no problems so far only had for short time 
1,great price great product
0,i use an alexa and love the sound but needed something portable and this just did it without compromising sound quality 
1,my son is and he has no complaints about this headphone he said his friends also said they could hear him well and clear 
0,quiet typing no latency only issue is that it doesn stay charged for long stays charged for about days and light doesn show when it needs to be charged other than that it is pretty good keyboard 
1,had high hope for this cute product was very disappointed for starters the charging light did not work so couldn tell if it was charging at all when tried it the next day after charging it did work only directly plugged into my mac wouldn work in my adaptor which is another issue and it worked that day the next day it would not work already annoyed as wasn looking to charge this all day to work for only work hours did turn it off after each use as well the next day it worked for even less time maybe only couple of hours this mouse is cheap junk and don recommend it to anyone 
0,so far am very statisfied with it
1,i been cheap with my headsets but been looking for one to replace one that broke and paid lot of money for this one is really good if you play cod loek me its important to hear where the footsteps and coming from well here you go this is the best headset you will get for the reasonable price
0,light weight
1,it is awesome my son loves the lights and likes how it feels and sounds 
0,we bought one of these for our week at the beach and man what sound connecting it to my phone was breeze and the controls were simple to use battery life is insane too definitely recommend 
0,it was nice until it stopped working the return window literally closed yesterday
1,my husband had the prior version and we loved it so much so that purchased this with the case to link to his we use them everywhere and lot charge life is excellent even better than my husband individual and linked stereo sound fantastic portability at the beach by the pool and around the property when we re doing projects and chores great and convenient ease of use for technical illiterate such as myself ranks so after an entire summer of almost daily use giving this solid 
0,such huge size of speaker and sub for it to perform badly next to competitive speaker that half the size and cost and produces more noise and superior bass compared to this distorted speaker with no bass wouldn recommend 
0,i purchased this for my office work and it broke down after weeks the scroll wheel stopped functioning be aware of this and look for something else with better quality thanks
1,the item shipped quickly and arrived as described sound quality is great and sound can fill up room not very bass heavy but good balance also like the ability to charge other devices 
1,it was perfect my girl uses it everyday
1,great sound quality at great cost bang for your buck type of purchase 
0,very nice product 
0,pure junk
0,didnt last long
1, this being my first rgb product like it it surely not high end top of the line keyboard but it enjoyable for what it costs my only issue it fingerprint magnet and with it being black it too easy to see you can clean it well with non alcoholic solution though be sure to use gentle cloth to avoid smudging 
1,the smaller flip is not only louder but sounds better due to speakers instead of the mono speaker in the charge 
0,idk about sound cancelling but my son hasn complained about it he into gaming and animations kingfuture is his name 
1,got this speaker as replacement for my original refurbished ue mega boom played that thing full volume on many occasions and after years although still sounding great feel the speaker might have ruptured bit decided to try jbl and didn want to get the charge because of the price and tacky huge jbl in the front think old speaker models offer great value as they sound great and are cheaper so far so good with this jbl plenty loud of course haven been doing full volume yet because cautious due to my previous ue experience love that it sits on its side and love the color we will see how it will hold up but so far great just as expected from jbl 
1,it great but being smaller makes it easy for larger fingers to hit the wrong key works great and looks great and the extra features are cool 
0,this is total waste of money as it stopped working after two weeks so dissappointed with this product 
0,it last long time charge it maybe every days maybe once week go to school times week and in nursing school so lot of homework just purchased but it already making noise when scroll up or down 
0,i can trust this keyboard to type read every key type it constantly misses letters and entering hidden passwords are pain because you don know if the keyboard even registered the key you hit 
1,only thing don like is how short the usb cord is to make the headset light up everything else is good 
1,works fantastic
0,good product
0,i had one of the first jbl can like speakers it lasted about years then it died found this one as replacement it louder than the first one love it get 
0,works great for casual gaming comfortable for long periods of time run into issues sometimes where if lot of effects go on in game headset has hard time following but that rarely happens best headset for the price tbh
1,excellent mouse it really handy and helped me lot in my academic work am already big fan of it 
0,good product but the recharging part is inconvenient
0,i dislike the way too big enter key 
1,i enjoyed the look and watching this mouse light up but that is essentially it the battery storage on the mouse is super low so you ll have to plug it in any way after about half hour of use maybe an hour if you turn off the rainbow led light feature the mouse scroll wheel broke on me in middle of game not any aggressive game mind you just house decorating sim and ve hardly used it for the six or so months ve had it to sum up for quick cheap purchase it looks great but isn worth it in the long run and regret not buying different mouse 
0,i ve bought of these mouses when the first one broke thought it might just have been dud really liked the mouse up until that point so decided to get another one it been weeks and the same issues with both mouses the scroll button broke while the mouse does still technically work it super inconvenient and annoying 
1,good buy it lisent very good and good quality
0,i don use this everyday maybe twice week love how quiet it is but the scroll button stopped working it now just continually spins 
1,my brother loved this headphone
1,i love this speaker it really awesome it loud it cute the only thing don like is the fact that haven had it for very long and the fabric is dingey keep it in my case when not in use and it barely gets touched just moved from one spot to another if anything ve tried wet cloths and all that but it just weird uncleanable material 
1,i so happy that purchased this mouse it sleek and it easy to use enjoy the light component it adds uniqueness the mouse is light weight the usb chip is easy to keep up with because it fits in small space underneath the mouse that way the chip never gets lost also like the idea that can charge the mouse and never have to worry about an internal battery malfunctioning highly recommend this mouse for purchase 
0,i just got in today happy to start gaming with it the mic you can talk it static not is worth getting it just better off get dollars mic regret getting it but sound it good but everything else is bad
1,we love the ease of use and sound quality of this speaker 
0,i only bought this for the silent keys have newborn baby and needed silent clicks but this keyboard was more loud than my current gaming keyboard if you need reviews on anything else please read elsewhere didn even connect it simply started typing and was disappointed stars being generousmaybe the company is comparing their keys to mechanical stroke keyboard if that were the case then every keyboard would be silent compared to those 
1,love this mouse it has sleek design and works wonderful love the quietness and the perfect fit for my small hands 
0,it last long time charge it maybe every days maybe once week go to school times week and in nursing school so lot of homework just purchased but it already making noise when scroll up or down 
1,i bought jbl charge recently it is excellently crafter extremely durable produces well rounded sounds for enhanced music experience for normal people frankly of population with budget of would recommend charge series speakers recently compared it with the shrill voiced marshall emberton that wanted to buy as had heard so much about it and charge is clear winner for normal ears durability water performance base power battery life looks color options and most of all the music that jbl charge produces is way more superior that emberton similar to our routine lives only ears and good judgement were used for comparison no technical sensors were used for testing am not associated in any way with jbl or hk or marshall or any other music speaker brand 
0,good if you want wireless mouse that works for months otherwise buy something else 
1,spend more dollars for better more solid keyboard
1,i like that this mouse is rechargeable feels weird in my hand and doesn move as fast as expect
0,gaming pc
1,i use it for every day work it great
1,sensor doesn always pick up movements to clarify am not using this gaming but as wireless mouse for work and coaching speech and debate sometimes when sit for too long the sensor takes time to come back online andreas movements this can be super frustrating when you are working and you need to move with alacrity but such is the life that one would expect from mouse overall you are doing menial office tasks this is probably an okay mouse the rechargeable batter is cool and am happy to not have to replace batteries but would probably go with wired mouse in the future 
1,from the day received all my touchpad headaches are gone wonderful product that keeps me enjoying the clicks without any noise no headache of battery life recharge and go mouse that signals more than meters distance the color attracts and keeps me cool during operation 
0,have not even had the item for three weeks and it has stopped connecting it was going strong for about week and then all of sudden it began to have problems do believe that the mouse is very cheaply made spend few extra dollars and get quality product 
1, aesthetically this is very enjoyable to use because of the changing colors of the rainbow like how it wireless and it can even work from small distance away on another table from separate from my computer it works very well it has an on and off button for storage 
0,i bought this in june it is october now the left side of my keyboard keys work intermittently which is annoying when typing paragraph or more and it is filled with mistakes think the rest is going to fail soon complete waste of you can find something better 
0,the microphone is literally ass trash asf when went to go turn my mic on it didn work and tried multiple times the headset didn work either because of the jack so it trash
0,quiet click holds charge forever colors are nice touch
1,love this mouse great for everyday use moves around smoothly and is very quite 
1,works great
0,loved this at first but after only few weeks it no longer holds charge and no longer functions 
1,i bought this for my laptop for school work and it exceeded my expectations the colors are amazing and not too distracting so easy to connect and use it also silent love it 
1,looks great feels comfortable however when lifting the mouse it would shoot the cursor all over the screen which can be frustrating when playing games or working on detailed spreadsheets 
1,one of the best wireless keyboards ve had so far 
1,this little guy is amazing take it everywhere very durable worth the extra money awesome sound quality 
1,super cute works great love the rainbow lights however it takes while to charge and the charge does not last long at all don even bother to use it anymore because it not even worth the hassle 
0,the mouse functions well however after few days noticed that the multicolor lights no longer changes hope to find some way to fix it 
0,i like this mouse however after one week of use the scroll wheel broke 
0,i bought five of them this year and three already broke after few months of light use two had the plastic wheel axle broken the another one just stopped charging and not recognized by windows anymore in addition the usb dongle cover separated and got stuck in the laptop usb port this mouse is flimsy and does not last not very ergonomical as well cool lights is the only positive thing to say about this mouse but it eats battery avoid 
1,amazing straight out the box perfect
1,i ordered the red color but got the grey one it was gift but the recipient didn mind the color sound is excellent portability and build quality are excellent and connection is smooth and seamless used as sound bar for computer and on the go 
0,the mouse feels great in your hand is delightfully colorful but doesn scroll down the page was only able to click down which is bothersome on web pages would return it but threw out the box if you don get defective one its good buy for the price 
1,it good quality overall im just little mad about it not lighting up but it still good gift for gamer 
1, absolutely love it and it is rechargeable changes colors the battery lasts forever stars
1,i ve had this headset for couple weeks so far say it is working very well sound quality is good there is no active noise cancellation but don feel that it would be necessary can hear everything clearly without turning the volume up too high the higher you go the more distortion you will hear as expected at first wasn getting the microphone to work unplugged the splitter from the single mm aux plug and re connected it after plugging both audio cables from the splitter in again everything worked as intended for those who aren familiar make sure the pink connector goes into the microphone port and green goes into the headset port this review is based on using the headset on pc have not tried using it with anything else at this time also there is toggle switch next to the volume dial on the headset make sure it is switched on microphone symbol without line through it if you plan to use the microphone overall would recommend this headset it is priced very reasonably and it meets my needs 
